Latitude,Longitude,Birth Date
41.197746,-88.15758,1524447636
41.488365,-87.75167,1528162636
40.973595,-87.57315,1517638013
35.31407,-116.94493,1545264278
50.545383,-111.17417,1545864456
29.373638,-97.94432,1548972565
35.124146,-96.52336,1555512493
28.417503,-101.606804,1555891024
41.934376,-94.59036,1543961664
28.954363,-87.62189,1520765198
44.18405,-91.54636,1530828689
47.53513,-81.59846,1516017131
28.636688,-87.83057,1546475125
33.181507,-83.49791,1517571320
31.101774,-78.65323,1542489444
36.98338,-106.76723,1546533998
30.902267,-121.95202,1521220680
49.941982,-79.40093,1538656692
40.64638,-103.17709,1527206929
48.78534,-87.77562,1548417881
44.94255,-97.25205,1532434556
31.158457,-92.54634,1540035191
49.91186,-85.6098,1553065319
29.793192,-77.7914,1528250185
37.205055,-91.88584,1546121119
29.599361,-115.60999,1556513323
50.94131,-104.30598,1531630472
42.58708,-86.60515,1526472742
29.38933,-114.39976,1547472838
32.767445,-117.67939,1515136770
45.86875,-119.75324,1534058238
44.79267,-104.10527,1539489197
31.376484,-89.254875,1530654737
35.506897,-99.30154,1543956949
45.808186,-100.26336,1547545003
46.372463,-115.85952,1546503320
45.72394,-90.22702,1538803249
36.42085,-102.575356,1521478073
37.615288,-122.882515,1532202075
40.755524,-100.60861,1549388650
52.486923,-81.31117,1528861893
35.36288,-84.769554,1519112161
51.280895,-117.573906,1542444760
47.492764,-80.487915,1541948439
50.43013,-80.836365,1539441275
35.95378,-119.26054,1534142511
43.67663,-91.13787,1537431385
37.765194,-86.72093,1547766577
36.145252,-100.67764,1555622809
47.93766,-113.93935,1556649493
37.6193,-85.48024,1536296344
31.557007,-104.637405,1520050925
31.227833,-114.12434,1526561368
38.74122,-91.97677,1555749705
51.593597,-102.53806,1549352446
35.15074,-110.985306,1556798709
35.884483,-117.53923,1540228937
49.832314,-76.36448,1554653541
31.62698,-119.1211,1540842397
34.447628,-112.595146,1546390407
42.27938,-87.44295,1548909399
50.818302,-111.787025,1545781501
32.954674,-108.47925,1555053434
45.456512,-102.48524,1547279851
37.15918,-88.328,1540285736
41.92285,-121.86322,1533316442
42.37016,-120.380684,1540565508
48.18196,-92.44564,1515373236
42.37604,-92.204094,1529828801
49.229355,-95.21799,1547922709
31.634998,-104.91936,1527637221
36.33873,-84.995735,1538191884
29.979406,-109.91776,1516048676
36.487244,-116.24999,1535073646
44.8318,-78.63295,1540479923
47.101013,-109.7899,1525884194
47.76396,-113.10802,1549494073
31.565933,-99.24589,1537347787
49.228592,-115.23414,1555165891
38.470768,-89.43076,1541501904
32.60319,-99.95716,1517444966
32.94759,-88.851456,1525384813
32.819683,-120.45961,1532298907
41.79077,-98.34157,1519844741
49.180157,-93.3615,1544004636
31.65978,-94.105774,1527914284
35.592224,-90.958664,1534122595
51.50821,-117.81008,1524656882
38.36817,-98.33142,1553751568
44.4048,-102.32793,1539961907
39.61669,-117.95581,1554963159
51.729965,-115.98949,1549318001
44.888298,-88.46875,1535237025
30.356697,-109.92693,1552743447
32.43232,-122.336555,1551920763
50.115486,-114.57831,1517695792
45.116,-101.19529,1536125340
38.773666,-82.17327,1528400050
42.94339,-108.21056,1516830731
33.42634,-90.39085,1529664380
49.97403,-114.67145,1543404250
48.237087,-106.71108,1521252636
44.68875,-81.934525,1531922574
44.32118,-118.65515,1547261961
45.39064,-99.6743,1540174691
30.170002,-121.19275,1521939498
35.830307,-86.78341,1525055174
39.11994,-78.438095,1517735103
39.528442,-117.98291,1534154353
31.473713,-114.28215,1518037919
44.40614,-78.16661,1543921862
52.176723,-122.659004,1554702879
51.46829,-96.9069,1519866547
49.662598,-79.70205,1531383824
46.769596,-105.803055,1518872704
47.511467,-107.81577,1538397332
45.62287,-85.20697,1541747948
52.73631,-87.267044,1522724853
39.605164,-116.18126,1517920729
40.978554,-111.35467,1537112085
45.646046,-107.33746,1519921271
51.46788,-115.54393,1515807049
51.92565,-84.143524,1525085500
31.39277,-79.50121,1524286775
43.219463,-101.50953,1539943785
39.109528,-89.51295,1529491811
47.96913,-97.18645,1516124327
30.104486,-109.33886,1538040784
38.505394,-108.129166,1527219698
46.88401,-94.19306,1520754190
45.915333,-93.68283,1549540006
34.616005,-112.694084,1528014086
40.360638,-112.11297,1544426754
38.501568,-96.93677,1539673923
49.613514,-106.728775,1548877178
39.10979,-117.50877,1539149143
49.347115,-101.59348,1540011620
35.762188,-80.87796,1553899911
37.311012,-115.47189,1546827765
49.26571,-93.2383,1529160898
32.92028,-108.9368,1517175753
38.65405,-81.60271,1547824672
42.48518,-99.86878,1530813221
45.82373,-77.35895,1535061300
46.460716,-87.35563,1540549123
34.69005,-79.14014,1519439506
33.429554,-121.75486,1517832041
29.304617,-78.64979,1552079726
49.579338,-118.48669,1516839308
42.25256,-117.17831,1536730839
48.614834,-108.94868,1554100037
44.28339,-96.776886,1523152498
44.49334,-95.69371,1517193539
42.380417,-107.8073,1538010075
39.33449,-118.93303,1529948686
34.46098,-88.42726,1549612237
33.821754,-82.86598,1552575474
47.986965,-105.242584,1555175062
37.935635,-82.990845,1517702274
46.490658,-77.93519,1554747198
47.901436,-109.41346,1518004686
43.47,-116.724304,1530223075
28.479343,-89.39303,1549299735
30.726948,-76.16739,1554103365
40.145283,-90.22093,1518671035
40.128765,-84.7962,1531276190
33.31785,-106.72891,1520758574
43.946404,-111.61734,1539047336
38.951267,-100.25078,1554003436
52.96818,-109.19593,1537587867
35.38632,-108.91944,1538817219
34.554153,-108.38411,1518486112
39.854687,-89.40554,1521291748
40.57236,-97.32208,1541758818
45.831116,-114.7651,1515632196
36.351406,-111.779755,1520565121
28.98915,-110.54352,1529839835
29.89521,-78.40077,1554935623
38.17273,-104.76436,1549275708
32.514885,-96.62177,1532653639
31.642704,-80.45113,1532042176
42.159107,-109.843704,1531068198
42.784798,-112.27963,1531206154
32.84336,-96.37779,1543817564
38.343452,-109.40605,1530123031
43.91795,-110.75674,1547923965
34.42518,-78.4193,1523375666
29.535439,-84.394455,1519613927
38.812035,-83.83537,1525014592
34.456577,-81.64526,1547314307
28.719788,-112.60456,1526893039
40.22315,-113.46231,1539069551
45.314083,-122.37912,1539274099
31.738596,-109.826935,1532372933
49.24032,-116.65645,1533876259
52.50657,-106.41715,1547809678
38.71088,-76.326065,1532328939
52.642387,-105.52185,1547499295
42.526966,-96.92053,1519741965
38.88038,-87.86879,1542880433
30.93438,-83.33744,1546955390
47.24626,-115.463974,1524638648
49.128902,-109.978584,1536678582
49.245747,-78.21271,1517743084
42.6472,-121.78315,1537795302
29.22507,-109.14838,1525471895
45.975986,-112.56368,1555048071
36.869698,-76.97157,1540429467
38.504623,-105.113815,1541584607
46.180233,-84.37613,1529738851
36.78572,-120.80869,1530422331
49.75425,-113.64469,1523775284
34.492737,-102.458664,1525171117
36.826412,-104.377686,1543516535
36.860233,-113.297905,1545762956
40.295673,-102.34235,1525355177
48.93099,-85.95615,1516008600
41.812347,-109.630005,1551446851
52.425705,-114.86129,1539962444
32.214443,-93.39024,1531175481
47.485283,-92.30787,1549222999
41.951847,-79.72892,1526137566
32.475395,-105.339134,1533548754
51.33287,-91.114845,1542345975
52.77241,-120.32063,1521809094
30.281937,-111.72807,1515170312
40.580307,-101.19303,1556418350
36.83213,-98.451904,1538267219
29.202002,-99.71854,1529371221
40.801586,-86.14812,1542666173
46.931973,-81.90139,1545700028
